id,premise,hypothesis,label,label_text,source_family_id,profile,difficulty,domain
controlplane-nli-v1-train-b004-000049,"The corporate employee handbook states that all hourly workers are entitled to a 30-minute unpaid lunch break. However, Section 4 of the local union collective bargaining agreement (CBA) mandates a 45-minute paid lunch break for facility workers. Where policies conflict, the CBA strictly supersedes the corporate handbook. Employee James is an hourly facility worker covered by the CBA.",James is entitled to take a 45-minute paid lunch break.,1,entailment,controlplane-nli-v1-train-b004-f013,internal_assistant,medium,Labor Relations
controlplane-nli-v1-train-b005-000005,"Account AS-271 is owned by Mira Solis. Milo Solis is listed as an authorized contact who may request password resets but may not change account ownership. In the service transcript, Milo says that she, referring to Mira, will remain the owner after the reset. The agent completed a password reset and made no ownership change.",Mira Solis remained the owner of account AS-271 after the password reset.,1,entailment,controlplane-nli-v1-train-b005-f002,customer_support,easy,account servicing
controlplane-nli-v1-train-b005-000080,"The ARV-90 file distinguishes the analyst's recommendation from the Review Board's final decision. Priya Cole recommends approval, and the board has not yet voted. The excerpt contains no attendance list for the future meeting.",Exactly five board members will participate in the final vote.,2,neutral,controlplane-nli-v1-train-b005-f020,regulated_decision_support,easy,administrative review
controlplane-nli-v1-train-b005-000085,"Synthetic lending file LD-312 contains a revenue letter authored by accountant Leo Vale for applicant Sora Vale. Processor Mina Cross uploaded the letter into the file and wrote a note saying that the accountant reported annual revenue of $240,000. The processor's note is a report of Leo's statement; it does not make Mina the source of the revenue representation.",Accountant Leo Vale authored the revenue letter in LD-312.,1,entailment,controlplane-nli-v1-train-b005-f022,regulated_decision_support,medium,lending documentation
controlplane-nli-v1-train-b003-000028,"Purchase order PO-3381 for 60 tablet units was delivered to the receiving dock on 5 July. The receiving clerk logged 58 units as accepted and 2 units as rejected due to cracked screens on arrival. The vendor, OrbanTech, was notified of the rejection the same afternoon and agreed to a replacement shipment.",The rejected units were damaged in a way involving their screens.,1,entailment,controlplane-nli-v1-train-b003-f007,customer_support,easy,procurement_delivery
controlplane-nli-v1-train-b004-000099,"Under Section 8 guidelines, commercial vehicles over 10,000 lbs are prohibited from parking in residential zones overnight unless they are actively engaged in emergency utility repairs. Drivers violating this rule face a $500 fine. The municipal transit authority has the power to grant temporary overnight parking waivers for specific construction projects. A 12,000 lb commercial truck was parked in a residential zone overnight.","The municipal transit authority had granted a parking waiver for the 12,000 lb truck.",2,neutral,controlplane-nli-v1-train-b004-f025,regulated_decision_support,hard,Municipal Law
controlplane-nli-v1-train-b003-000062,"An internal memo dated 1 May listed the compliance officer for the Northgate division as R. Chen. A superseding organizational update dated 15 May, marked as authoritative, named T. Osei as the new compliance officer effective immediately. No further updates have been issued since 15 May.",R. Chen remains the compliance officer for the Northgate division according to the most recent authoritative record.,0,contradiction,controlplane-nli-v1-train-b003-f016,regulated_decision_support,hard,outdated_records
controlplane-nli-v1-train-b002-000044,C17 for IDF-API remained accepted through June 30. C18 started its validity period on June 15 and became the preferred certificate on June 20. Ironwood Data Fabric documented the overlap so clients could migrate before C17 expired.,There was no date on which both C17 and C18 were accepted by IDF-API.,0,contradiction,controlplane-nli-v1-train-b002-f011,internal_assistant,hard,IT operations
controlplane-nli-v1-train-b001-000012,"In LumenPeak Bank's servicing history for profile C-882, the submitted address change was verified by Nira Patel on 2026-07-12. That address was then set as the correspondence address, and the older one moved to historical status. A replacement-card workflow began on 2026-07-15 and is not part of the address change.",Nira Patel verified the address update before the replacement-card request was opened.,1,entailment,controlplane-nli-v1-train-b001-f003,customer_support,medium,account servicing
controlplane-nli-v1-train-b001-000007,"Blue Harbor Office Systems adjusted Crestwell Studio's invoice INV-771 by removing a $240 setup fee. The revised balance is $1,160, payable on 2026-08-18. The case record lists the billing specialist as Mira Chen. It does not state whether Crestwell Studio had disputed any earlier invoices.",Crestwell Studio had disputed at least two Blue Harbor invoices before INV-771.,2,neutral,controlplane-nli-v1-train-b001-f002,customer_support,easy,invoice disputes
controlplane-nli-v1-train-b006-000027,"Account holder 55-TR initiated a wire transfer of 8,000 EUR on Tuesday at 14:00. The standard transfer fee is 1.5% of the total amount. Because the holder has Premium Status, the fee is reduced by 0.5 percentage points. The daily limit for outgoing transfers is 10,000 EUR.","The wire transfer of 8,000 EUR was sent to a recipient in Germany.",2,neutral,controlplane-nli-v1-train-b006-f007,customer_support,hard,banking
controlplane-nli-v1-train-b003-000095,"A capacity planning spreadsheet dated 10 March lists database cluster DC-7 as having 40% headroom remaining. A separate monitoring dashboard, refreshed live and checked on 15 March, shows DC-7 headroom at 22% due to increased load from a new service rollout. No update has been made to the spreadsheet since 10 March.",The new service rollout is expected to be scaled back within the next week.,2,neutral,controlplane-nli-v1-train-b003-f024,internal_assistant,hard,capacity_allocation_conflict
controlplane-nli-v1-train-b005-000069,"Security officer Hana Roe requested deletion of archive folder AR-61, but the records administrator could not perform deletion without a separate authorization token. The administrator acknowledged Hana's request and completed only a metadata export. The ticket remains marked deletion awaiting authorization. No sentence in the record says the folder itself has been deleted.",The deletion of archive folder AR-61 is still awaiting authorization.,1,entailment,controlplane-nli-v1-train-b005-f018,internal_assistant,hard,records administration
controlplane-nli-v1-train-b006-000010,The service technician for Ticket #992 is scheduled to arrive between 08:00 and 12:00 on October 15. Each repair session is estimated to take exactly 2 hours to complete once the technician arrives.,The technician is scheduled to arrive on October 16.,0,contradiction,controlplane-nli-v1-train-b006-f003,customer_support,easy,field_services
controlplane-nli-v1-train-b005-000010,The EchoMini X5 and EchoMini X5 Pro are distinct ArborSound models. Dock D20 is listed as compatible only with the X5 Pro; the compatibility table separately marks the X5 as unsupported. ES-61 concerns a customer who owns the standard EchoMini X5.,The customer's EchoMini X5 is supported by dock D20.,0,contradiction,controlplane-nli-v1-train-b005-f003,customer_support,easy,product compatibility
controlplane-nli-v1-train-b002-000006,"Tenant OG-77 used 1,200,000 API calls in June according to Oriole Grid Cloud's metering export. Its contract bundles 800,000 calls before overage pricing begins. The invoice worksheet identifies 400,000 overage calls and an $800 usage charge. The customer challenged the metering count but did not dispute the $120 support add-on.","Oriole Grid Cloud counted 500,000 calls as June overage for tenant OG-77.",0,contradiction,controlplane-nli-v1-train-b002-f002,customer_support,hard,invoice disputes
